136.3,-0.8904425964855406,-0.0031753325668968367
203.5,-0.9308710558517352,-0.011315654155881922
163.6,-0.9166465001220268,-0.020081468503285776
158.85,-0.8725861080752318,-0.027469952732278556
215.45,-0.9325850779160476,-0.03667815342761003
102.5,-0.8414034143748355,-0.04480780689918294
194.65,-0.9234741864187395,-0.0512971273270722
171.7,-0.9107056989619629,-0.060647086992071705
176.4,-0.9107620902780086,-0.06920626850345916
188.7,-0.9214111763175611,-0.07764406448297527
147.7,-0.8998017429358189,-0.08414489492219089
168.0,-0.9122584703067205,-0.09311483395187709
199.85,-0.8989140924160812,-0.09969471129638209
148.55,-0.9026133142900115,-0.11148121591334445
155.1,-0.9005507672985281,-0.11834283948021933
156.2,-0.8951700710981048,-0.1249475543433737
162.25,-0.8997391621040117,-0.13372556506066585
134.0,-0.8984535305642481,-0.1416207477107803
151.1,-0.9094753953844403,-0.14689586070953609
140.8,-0.9041474140071826,-0.15466371632197246
142.15,-0.8946077375361103,-0.1627483927598884
125.95,-0.8850429758203269,-0.1670097634667766
163.65,-0.9121977450379012,-0.17431910284002305
140.9,-0.871186800208898,-0.18305510220522775
127.25,-0.8885539873230794,-0.1867698234955819
133.25,-0.8309675658453282,-0.19153249160268088
150.6,-0.9148547546899117,-0.20122841391101765
152.95,-0.8993204209431003,-0.20785987308422132
168.15,-0.909802951679317,-0.2173686629054302
148.05,-0.9143148140489961,-0.22331864637455662
132.45,-0.8697702795307253,-0.2279716031266769
136.95,-0.8854369534019106,-0.23774131924524217
166.5,-0.9200918627505977,-0.24289604032341372
160.75,-0.9161537609444912,-0.25192409395485976
167.05,-0.9018117434033239,-0.25968510557506985
174.85,-0.9058322887237373,-0.26838130044666986
175.55,-0.914863361131123,-0.2760908532777728
140.2,-0.9046280777564121,-0.28423981204708154
116.85,-0.8847532694023965,-0.292339875464659
135.9,-0.905806567477967,-0.29831510133366346
130.7,-0.8794195606151757,-0.2981106390894904
129.95,-0.880436743634023,-0.30726442027780687
153.1,-0.9070837837869288,-0.32102380869453184
143.75,-0.90657287393447,-0.325919942476755
149.7,-0.897275499073005,-0.33220471698440507
189.5,-0.9245889377843725,-0.33951138895611804
132.45,-0.892736165940773,-0.3472411788691766
133.3,-0.8858992027919147,-0.35294619470027655
142.6,-0.9063683437055389,-0.3616156683380315
127.35,-0.8860535011426276,-0.3686469354284259
134.05,-0.893521148165709,-0.3744911816988417
129.9,-0.8855193039561108,-0.3768009548535486
143.75,-0.909143864820738,-0.38479768823844657
120.8,-0.8834969532548709,-0.38901305273081266
144.75,-0.9034546802994481,-0.4000578904877899
131.75,-0.8797410647670892,-0.41200551378897954
105.7,-0.8664029096254572,-0.40534286987411416
155.65,-0.9084404039899712,-0.41977344302162595
133.55,-0.8891935992888366,-0.42786804823280766
163.55,-0.9152620031601895,-0.43043396099672365
154.35,-0.9031802492058907,-0.44202577532726073
136.8,-0.8944095927624385,-0.4423967295923016
125.4,-0.8806635356533997,-0.449406991237389
136.9,-0.8905212344831274,-0.4579135744544657
145.25,-0.917055559268972,-0.46312281826732093
153.2,-0.8963558103729762,-0.46777940330301443
133.4,-0.8768934771906505,-0.4760291579231385
121.35,-0.8676049092745954,-0.4831283821770412
119.3,-0.8823921152941946,-0.49193058362566927
126.4,-0.9013450732450428,-0.4981088361573739
133.7,-0.8906766029461479,-0.5000142643148738
122.15,-0.8837805842386317,-0.5035041711860304
127.85,-0.8878223602164012,-0.5139113927467409
128.25,-0.8769631828181133,-0.5144273052728561
110.75,-0.8772002038066417,-0.5195355399260528
115.15,-0.868832831454861,-0.5266892690671151
158.85,-0.922741761456374,-0.5344144434581508
133.5,-0.9021273656835185,-0.5441784802737231
152.75,-0.9153152429715308,-0.5513214503234869
139.75,-0.8801749837546067,-0.5560895894910719
100.75,-0.867109599513381,-0.5612900764540718
119.45,-0.8778635269329407,-0.5607421309238723
146.85,-0.8982735563573744,-0.569083436936835
132.05,-0.8861006055937126,-0.579647800600189
129.3,-0.8852638991271187,-0.5863441322649523
113.0,-0.862766457616136,-0.5974431003933712
97.25,-0.852036224437637,-0.5931997783247818
138.95,-0.8919749081177322,-0.5915766335875307
120.95,-0.893355933588184,-0.6037077536523864
121.1,-0.8885364626681864,-0.6090331283047102
127.6,-0.8839809904189158,-0.6145737045286641
115.2,-0.8802902811052995,-0.6226506309069288
110.1,-0.8626293916938141,-0.6235541634909388
129.3,-0.8953328644611795,-0.634581270679979
124.4,-0.8948172296267135,-0.6418518904223518
147.05,-0.9065154311736752,-0.6512817861427862
131.6,-0.8799686750970197,-0.6504511527632764
101.65,-0.8713177460096718,-0.6555701707998902
114.55,-0.8780672164948913,-0.6504582398845019
138.15,-0.9020405029650652,-0.6652708006371476
96.15,-0.8279859257180181,-0.6624627114173459
136.25,-0.8534735123502888,-0.6786070205819772
126.6,-0.8911864675492505,-0.6897602646588774
98.75,-0.857970902256951,-0.6797111851806421
163.7,-0.9165160628124159,-0.7028385244680678
119.5,-0.8780469894216469,-0.7052142555763443
125.35,-0.8853059851681087,-0.7141742537655305
111.1,-0.8622097343963624,-0.7150411673609163
93.65,-0.8648666625154291,-0.709830312683801
131.55,-0.8849287720814714,-0.7187120147462196
119.85,-0.8874213732253603,-0.7226007133659923
134.95,-0.8971348295580134,-0.7390779692129099
121.3,-0.8910921717161783,-0.7379507149767303
120.0,-0.8682370516426687,-0.7475217265861172
107.4,-0.8784022615557449,-0.7503702966037054
137.8,-0.8894445239831255,-0.7518943912990641
109.95,-0.8846116200667755,-0.7685552052515767
115.9,-0.8811713343077685,-0.7667100478602049
92.6,-0.8614557325178775,-0.7769942207489514
128.85,-0.8932520733238107,-0.7793522220771185
106.4,-0.8822725084983263,-0.7853829036537339
117.8,-0.8693367388889746,-0.7786588195981942
130.0,-0.8925661264621094,-0.7897827518986883
